,0
0,0.5242236256599426
1,0.5242236256599426
2,0.5242236256599426
3,0.42515528202056885
4,0.6049689650535583
5,0.6627328991889954
6,0.686956524848938
7,0.6984472274780273
8,0.705279529094696
9,0.7083851099014282
10,0.710869550704956
11,0.7133540511131287
12,0.7136645913124084
13,0.7136645913124084
14,0.7142857313156128
15,0.7149068117141724
16,0.7149068117141724
17,0.7149068117141724
18,0.7152174115180969
19,0.7152174115180969
20,0.7158384919166565
21,0.7155279517173767
22,0.7155279517173767
23,0.7155279517173767
24,0.7155279517173767
25,0.7155279517173767
26,0.7152174115180969
27,0.7149068117141724
28,0.7145962715148926
29,0.7142857313156128
30,0.7142857313156128
31,0.7142857313156128
32,0.7142857313156128
33,0.7142857313156128
34,0.7142857313156128
35,0.7139751315116882
36,0.7139751315116882
37,0.7139751315116882
38,0.7136645913124084
39,0.7136645913124084
40,0.7136645913124084
41,0.7136645913124084
42,0.7133540511131287
43,0.7133540511131287
44,0.7130434513092041
45,0.7130434513092041
46,0.7127329111099243
47,0.7127329111099243
48,0.7127329111099243
49,0.7127329111099243
50,0.7127329111099243
51,0.7127329111099243
52,0.7127329111099243
53,0.7127329111099243
54,0.7127329111099243
55,0.7127329111099243
56,0.7127329111099243
57,0.7127329111099243
58,0.7127329111099243
59,0.7127329111099243
60,0.7127329111099243
61,0.7127329111099243
62,0.7127329111099243
63,0.7127329111099243
64,0.7127329111099243
65,0.7127329111099243
66,0.7127329111099243
67,0.7124223709106445
68,0.7124223709106445
69,0.7124223709106445
70,0.7124223709106445
71,0.7124223709106445
72,0.7124223709106445
73,0.7124223709106445
74,0.7124223709106445
75,0.7124223709106445
76,0.7124223709106445
77,0.7124223709106445
78,0.7124223709106445
79,0.7124223709106445
80,0.7124223709106445
81,0.7124223709106445
82,0.7124223709106445
83,0.7124223709106445
84,0.7124223709106445
85,0.7124223709106445
86,0.7124223709106445
87,0.7124223709106445
88,0.7124223709106445
89,0.7124223709106445
90,0.7124223709106445
91,0.7124223709106445
92,0.7124223709106445
93,0.7124223709106445
94,0.7124223709106445
95,0.7124223709106445
96,0.7124223709106445
97,0.7124223709106445
98,0.7124223709106445
99,0.7124223709106445
